episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/shared_policy,policy_reward_max/shared_policy,policy_reward_mean/shared_policy,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_shared_policy_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/shared_policy/learner_stats/allreduce_latency,info/learner/shared_policy/learner_stats/cur_kl_coeff,info/learner/shared_policy/learner_stats/cur_lr,info/learner/shared_policy/learner_stats/total_loss,info/learner/shared_policy/learner_stats/policy_loss,info/learner/shared_policy/learner_stats/vf_loss,info/learner/shared_policy/learner_stats/vf_explained_var,info/learner/shared_policy/learner_stats/kl,info/learner/shared_policy/learner_stats/entropy,info/learner/shared_policy/learner_stats/entropy_coeff
-97.0913903256638,-125.62101048136303,-111.35620040351341,25.0,2,2,50,0,150,True,2,1,49cf8_00000,31fed47047e54fb98c83f5e9b2645dbd,2024-04-06_16-00-04,1712386804,0.2454850673675537,0.2454850673675537,468,DESKTOP-6P4N9VB,127.0.0.1,0.2454850673675537,0,1,-42.2070034937877,-32.36379677522128,-37.11873346783783,"[-97.0913903256638, -125.62101048136303]","[25, 25]","[-32.36379677522128, -32.36379677522128, -32.36379677522128, -42.2070034937877, -41.2070034937877, -42.2070034937877]",0.48061976066002476,1.2247241460360012,0.09547747098482572,0.6505388479966383,0.0,163.228,306.32,3.469,14412.425,101.573,492.257,5.987,50,150,50,150,27.8,89.8,0.0,0.19999999999999998,0.0005,431.01064046223956,-0.00038269363964597386,431.0271301269531,0.00018857916196187338,4.1975417370091845e-06,1.6094296375910442,0.01
